index,Item Type,Serving Size,Calories,fat,Saturated Fat (g),Trans Fat (g),Cholesterol (mg),Sodium (mg),carbs,Dietary Fiber (g),Total Sugars (g),Added Sugars (g),protein,Vitamin D (mcg),Potassium (mg),Calcium (mg),Iron (mg),Table Type,as_of,Drink Type,oz_int,Total Fat_calories,Total Carb_calories,Protein_calories,calc_cals,Total Fat_pct,Total Carb_pct,Protein_pct,cals_match
3,Crème Delight Donut,1 Donut,330.0,16.0,6.0,0.0,0.0,310.0,44.0,1.0,24.0,24.0,5.0,1.0,81.0,13.0,2.0,Donuts - Regional,12-15-2022,,,144.0,176.0,20.0,340.0,42.35,51.76,5.88,True
4,French Apple Donut,1 Donut,270.0,10.0,4.0,0.0,0.0,310.0,40.0,1.0,19.0,18.0,4.0,1.0,69.0,12.0,2.0,Donuts - Regional,12-15-2022,,,90.0,160.0,16.0,266.0,33.83,60.15,6.02,True
5,Glazed Lemon Donut,1 Donut,270.0,10.0,4.0,0.0,0.0,310.0,40.0,1.0,19.0,18.0,4.0,1.0,62.0,12.0,2.0,Donuts - Regional,12-15-2022,,,90.0,160.0,16.0,266.0,33.83,60.15,6.02,True
6,Indy Crème Donut,1 Donut,330.0,16.0,6.0,0.0,0.0,310.0,44.0,1.0,24.0,24.0,5.0,1.0,81.0,13.0,2.0,Donuts - Regional,12-15-2022,,,144.0,176.0,20.0,340.0,42.35,51.76,5.88,True
7,Maple Long John Donut,1 Donut,320.0,15.0,6.0,0.0,0.0,400.0,42.0,1.0,18.0,17.0,5.0,2.0,81.0,16.0,2.0,Donuts - Regional,12-15-2022,,,135.0,168.0,20.0,323.0,41.8,52.01,6.19,True
8,Marble Frosted Donut,1 Donut,270.0,11.0,4.5,0.0,0.0,290.0,37.0,1.0,16.0,16.0,4.0,0.0,63.0,12.0,2.0,Donuts - Regional,12-15-2022,,,99.0,148.0,16.0,263.0,37.64,56.27,6.08,True
9,New Yorker Donut,1 Donut,330.0,16.0,6.0,0.0,0.0,310.0,44.0,1.0,24.0,24.0,5.0,1.0,81.0,13.0,2.0,Donuts - Regional,12-15-2022,,,144.0,176.0,20.0,340.0,42.35,51.76,5.88,True
0,Peach Passion Fruit Dunkin' Coconut Refresher - Large,Large,230.0,6.0,4.5,0.0,0.0,85.0,45.0,0.0,40.0,39.0,1.0,5.0,475.0,773.0,1.0,Dunkin' Coconut Refreshers,12-15-2022,,,54.0,180.0,4.0,238.0,22.69,75.63,1.68,True
1,Peach Passion Fruit Dunkin' Coconut Refresher - Medium,Medium,180.0,4.5,3.5,0.0,0.0,65.0,34.0,0.0,30.0,29.0,1.0,4.0,356.0,579.0,1.0,Dunkin' Coconut Refreshers,12-15-2022,,,40.5,136.0,4.0,180.5,22.44,75.35,2.22,True
2,Peach Passion Fruit Dunkin' Coconut Refresher - Small,Small,120.0,3.0,2.5,0.0,0.0,45.0,23.0,0.0,20.0,19.0,0.0,2.0,238.0,387.0,0.0,Dunkin' Coconut Refreshers,12-15-2022,,,27.0,92.0,0.0,119.0,22.69,77.31,0.0,True
3,Strawberry Dragonfruit Dunkin' Coconut Refresher - Large,Large,230.0,6.0,4.5,0.0,0.0,85.0,41.0,0.0,37.0,37.0,1.0,5.0,475.0,773.0,1.0,Dunkin' Coconut Refreshers,12-15-2022,,,54.0,164.0,4.0,222.0,24.32,73.87,1.8,True
4,Strawberry Dragonfruit Dunkin' Coconut Refresher - Medium,Medium,170.0,4.5,3.5,0.0,0.0,65.0,31.0,0.0,28.0,27.0,1.0,4.0,356.0,579.0,1.0,Dunkin' Coconut Refreshers,12-15-2022,,,40.5,124.0,4.0,168.5,24.04,73.59,2.37,True
5,Strawberry Dragonfruit Dunkin' Coconut Refresher - Small,Small,110.0,3.0,2.5,0.0,0.0,45.0,20.0,0.0,19.0,18.0,0.0,2.0,237.0,387.0,0.0,Dunkin' Coconut Refreshers,12-15-2022,,,27.0,80.0,0.0,107.0,25.23,74.77,0.0,True
0,Blue Raspberry Dunkin' Energy Punch Powered by Monster Energy®,Large,420.0,0.0,0.0,0.0,0.0,460.0,102.0,0.0,96.0,96.0,0.0,0.0,5.0,12.0,0.0,Dunkin' Energy Punch - Regional,12-15-2022,,,0.0,408.0,0.0,408.0,0.0,100.0,0.0,False
1,Strawberry Dunkin' Energy Punch Powered by Monster Energy®,Large,430.0,0.0,0.0,0.0,0.0,420.0,106.0,1.0,96.0,92.0,0.0,0.0,120.0,19.0,0.0,Dunkin' Energy Punch - Regional,12-15-2022,,,0.0,424.0,0.0,424.0,0.0,100.0,0.0,True
0,Peach Passion Fruit Dunkin' Refresher - Large,Large,180.0,0.0,0.0,0.0,0.0,20.0,43.0,0.0,39.0,39.0,1.0,0.0,33.0,16.0,0.0,Dunkin' Refreshers,12-15-2022,,,0.0,172.0,4.0,176.0,0.0,97.73,2.27,True
1,Peach Passion Fruit Dunkin' Refresher - Medium,Medium,130.0,0.0,0.0,0.0,0.0,15.0,32.0,0.0,29.0,29.0,1.0,0.0,24.0,10.0,0.0,Dunkin' Refreshers,12-15-2022,,,0.0,128.0,4.0,132.0,0.0,96.97,3.03,True
2,Peach Passion Fruit Dunkin' Refresher - Small,Small,90.0,0.0,0.0,0.0,0.0,10.0,21.0,0.0,20.0,19.0,0.0,0.0,16.0,8.0,0.0,Dunkin' Refreshers,12-15-2022,,,0.0,84.0,0.0,84.0,0.0,100.0,0.0,True
3,Strawberry Dragonfruit Dunkin' Refresher - Large,Large,170.0,0.0,0.0,0.0,0.0,20.0,39.0,0.0,37.0,37.0,1.0,0.0,33.0,16.0,0.0,Dunkin' Refreshers,12-15-2022,,,0.0,156.0,4.0,160.0,0.0,97.5,2.5,True
4,Strawberry Dragonfruit Dunkin' Refresher - Medium,Medium,130.0,0.0,0.0,0.0,0.0,15.0,29.0,0.0,27.0,27.0,1.0,0.0,24.0,10.0,0.0,Dunkin' Refreshers,12-15-2022,,,0.0,116.0,4.0,120.0,0.0,96.67,3.33,True
5,Strawberry Dragonfruit Dunkin' Refresher - Small,Small,80.0,0.0,0.0,0.0,0.0,10.0,19.0,0.0,18.0,18.0,0.0,0.0,16.0,8.0,0.0,Dunkin' Refreshers,12-15-2022,,,0.0,76.0,0.0,76.0,0.0,100.0,0.0,True
0,Caramel Swirl Frozen Chocolate - Large,Large,900.0,17.0,12.0,0.0,40.0,380.0,176.0,1.0,165.0,148.0,11.0,3.0,825.0,392.0,0.0,Frozen Chocolate,12-15-2022,,,153.0,704.0,44.0,901.0,16.98,78.14,4.88,True
1,Caramel Swirl Frozen Chocolate - Medium,Medium,700.0,14.0,10.0,0.0,35.0,290.0,135.0,1.0,126.0,114.0,9.0,2.0,639.0,302.0,0.0,Frozen Chocolate,12-15-2022,,,126.0,540.0,36.0,702.0,17.95,76.92,5.13,True
2,Caramel Swirl Frozen Chocolate - Small,Small,500.0,11.0,8.0,0.0,30.0,200.0,95.0,1.0,88.0,80.0,6.0,1.0,456.0,213.0,0.0,Frozen Chocolate,12-15-2022,,,99.0,380.0,24.0,503.0,19.68,75.55,4.77,True
3,French Vanilla Swirl Frozen Chocolate - Large,Large,900.0,17.0,12.0,0.0,40.0,370.0,175.0,1.0,162.0,144.0,11.0,3.0,788.0,372.0,0.0,Frozen Chocolate,12-15-2022,,,153.0,700.0,44.0,897.0,17.06,78.04,4.91,True
4,French Vanilla Swirl Frozen Chocolate - Medium,Medium,700.0,14.0,10.0,0.0,35.0,280.0,135.0,1.0,124.0,111.0,9.0,2.0,612.0,287.0,0.0,Frozen Chocolate,12-15-2022,,,126.0,540.0,36.0,702.0,17.95,76.92,5.13,True
5,French Vanilla Swirl Frozen Chocolate - Small,Small,500.0,11.0,8.0,0.0,30.0,190.0,95.0,1.0,87.0,77.0,6.0,1.0,438.0,204.0,0.0,Frozen Chocolate,12-15-2022,,,99.0,380.0,24.0,503.0,19.68,75.55,4.77,True
6,Frozen Chocolate - Large,Large,890.0,18.0,13.0,0.0,35.0,330.0,175.0,4.0,158.0,148.0,10.0,3.0,829.0,281.0,2.0,Frozen Chocolate,12-15-2022,,,162.0,700.0,40.0,902.0,17.96,77.61,4.43,False
7,Frozen Chocolate - Medium,Medium,690.0,15.0,10.0,0.0,30.0,250.0,134.0,3.0,121.0,113.0,7.0,2.0,643.0,214.0,2.0,Frozen Chocolate,12-15-2022,,,135.0,536.0,28.0,699.0,19.31,76.68,4.01,True
8,Frozen Chocolate - Small,Small,490.0,11.0,8.0,0.0,25.0,170.0,94.0,2.0,84.0,79.0,5.0,1.0,458.0,149.0,1.0,Frozen Chocolate,12-15-2022,,,99.0,376.0,20.0,495.0,20.0,75.96,4.04,True
0,Caramel Swirl Frozen Coffee with Cream - Large,Large,1120.0,40.0,22.0,1.5,130.0,290.0,180.0,0.0,172.0,160.0,10.0,2.0,2279.0,346.0,2.0,Frozen Coffee,12-15-2022,,,360.0,720.0,40.0,1120.0,32.14,64.29,3.57,True
0,Caramel Swirl Frozen Coffee with Cream - Medium,Medium,860.0,31.0,17.0,1.0,100.0,220.0,139.0,0.0,132.0,122.0,8.0,2.0,1730.0,267.0,2.0,Frozen Coffee,12-15-2022,,,279.0,556.0,32.0,867.0,32.18,64.13,3.69,True
1,Caramel Swirl Frozen Coffee with Cream - Small,Small,610.0,22.0,12.0,0.5,70.0,160.0,97.0,0.0,92.0,85.0,6.0,1.0,1183.0,190.0,1.0,Frozen Coffee,12-15-2022,,,198.0,388.0,24.0,610.0,32.46,63.61,3.93,True
2,Caramel Swirl Frozen Coffee with Skim Milk - Large,Large,830.0,5.0,3.5,0.0,25.0,240.0,184.0,0.0,176.0,160.0,11.0,2.0,2319.0,405.0,2.0,Frozen Coffee,12-15-2022,,,45.0,736.0,44.0,825.0,5.45,89.21,5.33,True
3,Caramel Swirl Frozen Coffee with Skim Milk - Medium,Medium,650.0,4.5,3.0,0.0,25.0,180.0,142.0,0.0,135.0,122.0,9.0,2.0,1760.0,312.0,2.0,Frozen Coffee,12-15-2022,,,40.5,568.0,36.0,644.5,6.28,88.13,5.59,True
4,Caramel Swirl Frozen Coffee with Skim Milk - Small,Small,470.0,4.5,3.0,0.0,20.0,130.0,99.0,0.0,94.0,85.0,6.0,1.0,1203.0,220.0,1.0,Frozen Coffee,12-15-2022,,,40.5,396.0,24.0,460.5,8.79,85.99,5.21,True
5,Caramel Swirl Frozen Coffee with Whole Milk - Large,Large,880.0,11.0,7.0,0.0,40.0,240.0,184.0,0.0,175.0,160.0,11.0,3.0,2275.0,388.0,2.0,Frozen Coffee,12-15-2022,,,99.0,736.0,44.0,879.0,11.26,83.73,5.01,True
6,Caramel Swirl Frozen Coffee with Whole Milk - Medium,Medium,680.0,9.0,6.0,0.0,35.0,180.0,141.0,0.0,134.0,122.0,8.0,2.0,1727.0,299.0,2.0,Frozen Coffee,12-15-2022,,,81.0,564.0,32.0,677.0,11.96,83.31,4.73,True
7,Caramel Swirl Frozen Coffee with Whole Milk - Small,Small,490.0,8.0,4.5,0.0,30.0,130.0,99.0,0.0,94.0,85.0,6.0,1.0,1181.0,211.0,1.0,Frozen Coffee,12-15-2022,,,72.0,396.0,24.0,492.0,14.63,80.49,4.88,True
8,French Vanilla Swirl Frozen Coffee with Cream - Large,Large,1110.0,40.0,22.0,1.5,130.0,280.0,180.0,0.0,169.0,155.0,10.0,2.0,2243.0,326.0,2.0,Frozen Coffee,12-15-2022,,,360.0,720.0,40.0,1120.0,32.14,64.29,3.57,True
9,French Vanilla Swirl Frozen Coffee with Cream - Medium,Medium,860.0,31.0,17.0,1.0,100.0,220.0,138.0,0.0,130.0,119.0,8.0,2.0,1703.0,253.0,2.0,Frozen Coffee,12-15-2022,,,279.0,552.0,32.0,863.0,32.33,63.96,3.71,True
10,French Vanilla Swirl Frozen Coffee with Cream - Small,Small,610.0,22.0,12.0,0.5,70.0,150.0,97.0,0.0,91.0,83.0,6.0,1.0,1165.0,181.0,1.0,Frozen Coffee,12-15-2022,,,198.0,388.0,24.0,610.0,32.46,63.61,3.93,True
11,French Vanilla Swirl Frozen Coffee with Skim Milk - Large,Large,830.0,5.0,3.5,0.0,25.0,230.0,184.0,0.0,173.0,155.0,11.0,2.0,2283.0,386.0,2.0,Frozen Coffee,12-15-2022,,,45.0,736.0,44.0,825.0,5.45,89.21,5.33,True
12,French Vanilla Swirl Frozen Coffee with Skim Milk - Medium,Medium,640.0,4.5,3.0,0.0,20.0,180.0,141.0,0.0,133.0,119.0,9.0,2.0,1733.0,297.0,2.0,Frozen Coffee,12-15-2022,,,40.5,564.0,36.0,640.5,6.32,88.06,5.62,True
13,French Vanilla Swirl Frozen Coffee with Skim Milk - Small,Small,460.0,4.5,3.0,0.0,20.0,125.0,99.0,0.0,93.0,83.0,6.0,1.0,1185.0,210.0,1.0,Frozen Coffee,12-15-2022,,,40.5,396.0,24.0,460.5,8.79,85.99,5.21,True
14,French Vanilla Swirl Frozen Coffee with Whole Milk - Large,Large,880.0,11.0,7.0,0.0,40.0,230.0,183.0,0.0,173.0,155.0,11.0,3.0,2238.0,369.0,2.0,Frozen Coffee,12-15-2022,,,99.0,732.0,44.0,875.0,11.31,83.66,5.03,True
15,French Vanilla Swirl Frozen Coffee with Whole Milk - Medium,Medium,680.0,9.0,6.0,0.0,35.0,180.0,141.0,0.0,132.0,119.0,8.0,2.0,1699.0,284.0,2.0,Frozen Coffee,12-15-2022,,,81.0,564.0,32.0,677.0,11.96,83.31,4.73,True
16,French Vanilla Swirl Frozen Coffee with Whole Milk - Small,Small,490.0,8.0,4.5,0.0,30.0,125.0,99.0,0.0,92.0,83.0,6.0,1.0,1163.0,202.0,1.0,Frozen Coffee,12-15-2022,,,72.0,396.0,24.0,492.0,14.63,80.49,4.88,True
17,Frozen Coffee with Cream - Large,Large,780.0,35.0,18.0,1.0,105.0,200.0,113.0,0.0,108.0,103.0,7.0,2.0,1841.0,204.0,2.0,Frozen Coffee,12-15-2022,,,315.0,452.0,28.0,795.0,39.62,56.86,3.52,False
18,Frozen Coffee with Cream - Medium,Medium,590.0,26.0,14.0,1.0,80.0,150.0,85.0,0.0,81.0,77.0,5.0,1.0,1381.0,153.0,2.0,Frozen Coffee,12-15-2022,,,234.0,340.0,20.0,594.0,39.39,57.24,3.37,True
19,Frozen Coffee with Cream - Small,Small,390.0,17.0,9.0,0.5,55.0,100.0,57.0,0.0,54.0,51.0,3.0,1.0,920.0,102.0,1.0,Frozen Coffee,12-15-2022,,,153.0,228.0,12.0,393.0,38.93,58.02,3.05,True
20,Frozen Coffee with Skim Milk - Large,Large,500.0,0.0,0.0,0.0,5.0,150.0,117.0,0.0,112.0,103.0,8.0,2.0,1881.0,263.0,2.0,Frozen Coffee,12-15-2022,,,0.0,468.0,32.0,500.0,0.0,93.6,6.4,True
21,Frozen Coffee with Skim Milk - Medium,Medium,370.0,0.0,0.0,0.0,5.0,115.0,88.0,0.0,84.0,77.0,6.0,2.0,1411.0,198.0,2.0,Frozen Coffee,12-15-2022,,,0.0,352.0,24.0,376.0,0.0,93.62,6.38,True
22,Frozen Coffee with Skim Milk - Small,Small,250.0,0.0,0.0,0.0,0.0,75.0,59.0,0.0,56.0,51.0,4.0,1.0,941.0,132.0,1.0,Frozen Coffee,12-15-2022,,,0.0,236.0,16.0,252.0,0.0,93.65,6.35,True
23,Frozen Coffee with Whole Milk - Large,Large,550.0,6.0,3.5,0.0,20.0,150.0,117.0,0.0,111.0,103.0,7.0,2.0,1836.0,246.0,2.0,Frozen Coffee,12-15-2022,,,54.0,468.0,28.0,550.0,9.82,85.09,5.09,True
0,Frozen Coffee with Whole Milk - Medium,Medium,410.0,4.5,2.5,0.0,15.0,115.0,88.0,0.0,84.0,77.0,5.0,2.0,1377.0,185.0,2.0,Frozen Coffee,12-15-2022,,,40.5,352.0,20.0,412.5,9.82,85.33,4.85,True
1,Frozen Coffee with Whole Milk - Small,Small,270.0,3.0,1.5,0.0,10.0,75.0,58.0,0.0,56.0,51.0,4.0,1.0,918.0,123.0,1.0,Frozen Coffee,12-15-2022,,,27.0,232.0,16.0,275.0,9.82,84.36,5.82,True
2,Mocha Swirl Frozen Coffee with Cream - Large,Large,1100.0,41.0,22.0,1.5,125.0,240.0,179.0,3.0,165.0,159.0,9.0,2.0,2284.0,235.0,4.0,Frozen Coffee,12-15-2022,,,369.0,716.0,36.0,1121.0,32.92,63.87,3.21,False
3,Mocha Swirl Frozen Coffee with Cream - Medium,Medium,850.0,31.0,17.0,1.0,95.0,190.0,137.0,2.0,126.0,122.0,7.0,2.0,1734.0,180.0,3.0,Frozen Coffee,12-15-2022,,,279.0,548.0,28.0,855.0,32.63,64.09,3.27,True
4,Mocha Swirl Frozen Coffee with Cream - Small,Small,600.0,22.0,13.0,0.5,70.0,125.0,97.0,2.0,88.0,85.0,5.0,1.0,1186.0,126.0,2.0,Frozen Coffee,12-15-2022,,,198.0,388.0,20.0,606.0,32.67,64.03,3.3,True
5,Mocha Swirl Frozen Coffee with Skim Milk - Large,Large,820.0,6.0,4.0,0.0,20.0,190.0,183.0,3.0,169.0,159.0,10.0,2.0,2324.0,294.0,4.0,Frozen Coffee,12-15-2022,,,54.0,732.0,40.0,826.0,6.54,88.62,4.84,True
6,Mocha Swirl Frozen Coffee with Skim Milk - Medium,Medium,630.0,5.0,3.5,0.0,20.0,150.0,140.0,2.0,129.0,122.0,8.0,2.0,1764.0,224.0,3.0,Frozen Coffee,12-15-2022,,,45.0,560.0,32.0,637.0,7.06,87.91,5.02,True
7,Mocha Swirl Frozen Coffee with Skim Milk - Small,Small,460.0,5.0,3.5,0.0,15.0,100.0,99.0,2.0,90.0,85.0,5.0,1.0,1206.0,155.0,2.0,Frozen Coffee,12-15-2022,,,45.0,396.0,20.0,461.0,9.76,85.9,4.34,True
8,Mocha Swirl Frozen Coffee with Whole Milk - Large,Large,870.0,12.0,7.0,0.0,35.0,190.0,183.0,3.0,169.0,159.0,9.0,3.0,2279.0,277.0,4.0,Frozen Coffee,12-15-2022,,,108.0,732.0,36.0,876.0,12.33,83.56,4.11,True
9,Mocha Swirl Frozen Coffee with Whole Milk - Medium,Medium,670.0,10.0,6.0,0.0,30.0,150.0,140.0,2.0,129.0,122.0,7.0,2.0,1730.0,211.0,3.0,Frozen Coffee,12-15-2022,,,90.0,560.0,28.0,678.0,13.27,82.6,4.13,True
10,Mocha Swirl Frozen Coffee with Whole Milk - Small,Small,480.0,8.0,5.0,0.0,25.0,100.0,98.0,2.0,90.0,85.0,5.0,1.0,1183.0,147.0,2.0,Frozen Coffee,12-15-2022,,,72.0,392.0,20.0,484.0,14.88,80.99,4.13,True
0,Frozen Chai Latte - Large,Large,690.0,12.0,7.0,0.0,35.0,220.0,132.0,2.0,129.0,111.0,12.0,5.0,567.0,434.0,1.0,Frozen Specialty,12-15-2022,,,108.0,528.0,48.0,684.0,15.79,77.19,7.02,True
1,Frozen Chai Latte - Medium,Medium,520.0,9.0,5.0,0.0,25.0,160.0,99.0,2.0,96.0,83.0,9.0,4.0,426.0,325.0,0.0,Frozen Specialty,12-15-2022,,,81.0,396.0,36.0,513.0,15.79,77.19,7.02,True
2,Frozen Chai Latte - Small,Small,350.0,6.0,3.5,0.0,20.0,110.0,66.0,1.0,64.0,55.0,6.0,2.0,284.0,217.0,0.0,Frozen Specialty,12-15-2022,,,54.0,264.0,24.0,342.0,15.79,77.19,7.02,True
3,Frozen Matcha Latte with Skim Milk - Large,Large,480.0,0.0,0.0,0.0,5.0,95.0,111.0,2.0,109.0,100.0,8.0,6.0,293.0,242.0,0.0,Frozen Specialty,12-15-2022,,,0.0,444.0,32.0,476.0,0.0,93.28,6.72,True
4,Frozen Matcha Latte with Skim Milk - Medium,Medium,360.0,0.0,0.0,0.0,5.0,70.0,83.0,1.0,82.0,75.0,6.0,5.0,220.0,182.0,0.0,Frozen Specialty,12-15-2022,,,0.0,332.0,24.0,356.0,0.0,93.26,6.74,True
5,Frozen Matcha Latte with Skim Milk - Small,Small,240.0,0.0,0.0,0.0,0.0,50.0,55.0,1.0,54.0,50.0,4.0,3.0,146.0,121.0,0.0,Frozen Specialty,12-15-2022,,,0.0,220.0,16.0,236.0,0.0,93.22,6.78,True
6,Frozen Matcha Latte with Whole Milk - Large,Large,530.0,6.0,3.5,0.0,20.0,95.0,110.0,2.0,109.0,100.0,8.0,6.0,248.0,225.0,0.0,Frozen Specialty,12-15-2022,,,54.0,440.0,32.0,526.0,10.27,83.65,6.08,True
7,Frozen Matcha Latte with Whole Milk - Medium,Medium,390.0,4.5,2.5,0.0,15.0,75.0,83.0,1.0,81.0,75.0,6.0,5.0,186.0,169.0,0.0,Frozen Specialty,12-15-2022,,,40.5,332.0,24.0,396.5,10.21,83.73,6.05,True
8,Frozen Matcha Latte with Whole Milk - Small,Small,260.0,3.0,1.5,0.0,10.0,50.0,55.0,1.0,54.0,50.0,4.0,3.0,124.0,113.0,0.0,Frozen Specialty,12-15-2022,,,27.0,220.0,16.0,263.0,10.27,83.65,6.08,True
0,Hash Browns,6 Pieces,110.0,6.0,1.5,0.0,0.0,360.0,13.0,1.0,1.0,0.0,1.0,0.0,187.0,6.0,0.0,Hash Browns,12-15-2022,,,54.0,52.0,4.0,110.0,49.09,47.27,3.64,True
0,Americano - Large,20 oz.,10.0,0.0,0.0,0.0,0.0,30.0,2.0,0.0,0.0,0.0,0.0,0.0,142.0,15.0,0.0,Hot Americano,12-15-2022,hot,20,0.0,8.0,0.0,8.0,0.0,100.0,0.0,True
1,Americano - Medium,14 oz.,10.0,0.0,0.0,0.0,0.0,25.0,2.0,0.0,0.0,0.0,0.0,0.0,118.0,12.0,0.0,Hot Americano,12-15-2022,hot,14,0.0,8.0,0.0,8.0,0.0,100.0,0.0,True
2,Americano - Small,10 oz.,5.0,0.0,0.0,0.0,0.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,94.0,7.0,0.0,Hot Americano,12-15-2022,hot,10,0.0,4.0,0.0,4.0,0.0,100.0,0.0,True
0,Cappuccino with Skim Milk - Large,20 oz.,90.0,0.0,0.0,0.0,5.0,115.0,13.0,0.0,12.0,0.0,8.0,3.0,474.0,300.0,0.0,Hot Cappuccino,12-15-2022,hot,20,0.0,52.0,32.0,84.0,0.0,61.9,38.1,True
1,Cappuccino with Skim Milk - Medium,14 oz.,70.0,0.0,0.0,0.0,5.0,85.0,10.0,0.0,9.0,0.0,6.0,2.0,351.0,225.0,0.0,Hot Cappuccino,12-15-2022,hot,14,0.0,40.0,24.0,64.0,0.0,62.5,37.5,True
2,Cappuccino with Skim Milk - Small,10 oz.,45.0,0.0,0.0,0.0,0.0,55.0,7.0,0.0,6.0,0.0,4.0,1.0,237.0,150.0,0.0,Hot Cappuccino,12-15-2022,hot,10,0.0,28.0,16.0,44.0,0.0,63.64,36.36,True
3,Cappuccino with Skim Milk and Sugar - Large,20 oz.,230.0,0.0,0.0,0.0,5.0,115.0,48.0,0.0,47.0,35.0,8.0,3.0,475.0,301.0,0.0,Hot Cappuccino,12-15-2022,hot,20,0.0,192.0,32.0,224.0,0.0,85.71,14.29,True
4,Cappuccino with Skim Milk and Sugar - Medium,14 oz.,170.0,0.0,0.0,0.0,5.0,85.0,36.0,0.0,35.0,26.0,6.0,2.0,351.0,225.0,0.0,Hot Cappuccino,12-15-2022,hot,14,0.0,144.0,24.0,168.0,0.0,85.71,14.29,True
5,Cappuccino with Skim Milk and Sugar - Small,10 oz.,110.0,0.0,0.0,0.0,0.0,55.0,24.0,0.0,23.0,17.0,4.0,1.0,237.0,150.0,0.0,Hot Cappuccino,12-15-2022,hot,10,0.0,96.0,16.0,112.0,0.0,85.71,14.29,True
6,Cappuccino with Whole Milk - Large,20 oz.,160.0,8.0,4.5,0.0,25.0,115.0,13.0,0.0,12.0,0.0,8.0,3.0,414.0,277.0,0.0,Hot Cappuccino,12-15-2022,hot,20,72.0,52.0,32.0,156.0,46.15,33.33,20.51,True
7,Cappuccino with Whole Milk - Medium,14 oz.,120.0,6.0,3.5,0.0,20.0,85.0,10.0,0.0,9.0,0.0,6.0,2.0,306.0,208.0,0.0,Hot Cappuccino,12-15-2022,hot,14,54.0,40.0,24.0,118.0,45.76,33.9,20.34,True
8,Cappuccino with Whole Milk - Small,10 oz.,80.0,4.0,2.5,0.0,10.0,60.0,7.0,0.0,6.0,0.0,4.0,2.0,207.0,139.0,0.0,Hot Cappuccino,12-15-2022,hot,10,36.0,28.0,16.0,80.0,45.0,35.0,20.0,True
9,Cappuccino with Whole Milk and Sugar - Large,20 oz.,290.0,8.0,4.5,0.0,25.0,115.0,48.0,0.0,46.0,35.0,8.0,3.0,415.0,278.0,0.0,Hot Cappuccino,12-15-2022,hot,20,72.0,192.0,32.0,296.0,24.32,64.86,10.81,True
10,Cappuccino with Whole Milk and Sugar - Medium,14 oz.,220.0,6.0,3.5,0.0,20.0,85.0,36.0,0.0,35.0,26.0,6.0,2.0,306.0,208.0,0.0,Hot Cappuccino,12-15-2022,hot,14,54.0,144.0,24.0,222.0,24.32,64.86,10.81,True
11,Cappuccino with Whole Milk and Sugar - Small,10 oz.,150.0,4.0,2.5,0.0,10.0,60.0,24.0,0.0,23.0,17.0,4.0,2.0,207.0,139.0,0.0,Hot Cappuccino,12-15-2022,hot,10,36.0,96.0,16.0,148.0,24.32,64.86,10.81,True
12,Caramel Swirl Hot Cappuccino with Skim Milk - Large,20 oz.,310.0,0.0,0.0,0.0,10.0,180.0,65.0,0.0,63.0,46.0,11.0,3.0,821.0,404.0,0.0,Hot Cappuccino,12-15-2022,hot,20,0.0,260.0,44.0,304.0,0.0,85.53,14.47,True
0,Caramel Swirl Hot Cappuccino with Skim Milk - Medium,14 oz.,230.0,0.0,0.0,0.0,5.0,135.0,49.0,0.0,47.0,35.0,8.0,2.0,611.0,303.0,0.0,Hot Cappuccino,12-15-2022,hot,14,0.0,196.0,32.0,228.0,0.0,85.96,14.04,True
1,Caramel Swirl Hot Cappuccino with Skim Milk - Small,10 oz.,160.0,0.0,0.0,0.0,5.0,90.0,33.0,0.0,32.0,23.0,6.0,1.0,410.0,202.0,0.0,Hot Cappuccino,12-15-2022,hot,10,0.0,132.0,24.0,156.0,0.0,84.62,15.38,True
2,Caramel Swirl Hot Cappuccino with Whole Milk - Large,20 oz.,380.0,8.0,4.5,0.0,30.0,180.0,65.0,0.0,63.0,46.0,11.0,3.0,761.0,381.0,0.0,Hot Cappuccino,12-15-2022,hot,20,72.0,260.0,44.0,376.0,19.15,69.15,11.7,True
3,Caramel Swirl Hot Cappuccino with Whole Milk - Medium,14 oz.,280.0,6.0,3.5,0.0,20.0,135.0,48.0,0.0,47.0,35.0,8.0,2.0,566.0,285.0,0.0,Hot Cappuccino,12-15-2022,hot,14,54.0,192.0,32.0,278.0,19.42,69.06,11.51,True
4,Caramel Swirl Hot Cappuccino with Whole Milk - Small,10 oz.,190.0,4.0,2.5,0.0,15.0,90.0,32.0,0.0,31.0,23.0,5.0,2.0,380.0,190.0,0.0,Hot Cappuccino,12-15-2022,hot,10,36.0,128.0,20.0,184.0,19.57,69.57,10.87,True
5,French Vanilla Swirl Hot Cappuccino with Skim Milk - Large,20 oz.,310.0,0.0,0.0,0.0,10.0,170.0,65.0,0.0,61.0,42.0,11.0,3.0,784.0,384.0,0.0,Hot Cappuccino,12-15-2022,hot,20,0.0,260.0,44.0,304.0,0.0,85.53,14.47,True
6,French Vanilla Swirl Hot Cappuccino with Skim Milk - Medium,14 oz.,230.0,0.0,0.0,0.0,5.0,130.0,48.0,0.0,46.0,31.0,8.0,2.0,584.0,288.0,0.0,Hot Cappuccino,12-15-2022,hot,14,0.0,192.0,32.0,224.0,0.0,85.71,14.29,True
